candidat,ville,date-heure
Le pen,Paris,2017-03-17 08:55:32
Bayrou,Le Pradet,2017-03-17 08:56:39
Hamon,Bordeaux,2017-03-17 08:56:43
Melenchon,Bordeaux,2017-03-17 08:56:43
Bayrou,Le Pradet,2017-03-17 08:56:43
Le pen,Hauts-de-Seine,2017-03-17 08:57:07
Macron,Bordeaux,2017-03-17 08:57:09
Melenchon,Orléans,2017-03-17 08:58:08
Macron,Paris,2017-03-17 08:59:20
Le pen,Pouyastruc,2017-03-17 08:59:27
Asselineau,Laxou,2017-03-17 09:00:18
Hamon,Nantes,2017-03-17 09:00:59
dupontAignan,Saint-Vincent-de-Tyrosse,2017-03-17 09:01:02
Macron,Malakoff,2017-03-17 09:01:03
Le pen,Pouyastruc,2017-03-17 09:01:08
Macron,Metz,2017-03-17 09:02:15
fillon,Paris,2017-03-17 09:02:24
fillon,Paris,2017-03-17 09:02:54
fillon,Neuilly-sur-Seine,2017-03-17 09:03:10
Macron,Ajaccio,2017-03-17 09:04:08
Bayrou,Plourin-lès-Morlaix,2017-03-17 09:04:15
Le pen,Pouyastruc,2017-03-17 09:04:31
Macron,Cabriès,2017-03-17 09:04:44
Macron,Nogent-sur-Marne,2017-03-17 09:31:47
fillon,Langueux,2017-03-17 09:31:58
Bayrou,Elancourt,2017-03-17 09:33:56
fillon,Boran-sur-Oise,2017-03-17 09:34:47
Macron,Perros-Guirec,2017-03-17 09:35:16
fillon,Schiltigheim,2017-03-17 09:35:20
fillon,France,2017-03-17 09:35:22
fillon,France,2017-03-17 09:36:36
Macron,Nantes,2017-03-17 09:38:13
Le pen,Tours,2017-03-17 09:39:01
Le pen,Ivry-le-Temple,2017-03-17 09:39:01
fillon,France,2017-03-17 09:40:47
Le pen,Latresne,2017-03-17 09:41:03
Macron,Latresne,2017-03-17 09:41:03
Melenchon,Latresne,2017-03-17 09:41:03
fillon,Bordeaux,2017-03-17 09:41:38
fillon,France,2017-03-17 09:41:42
fillon,France,2017-03-17 09:42:11
fillon,Paris,2017-03-17 09:42:59
Macron,Courbevoie,2017-03-17 09:43:08
Macron,Nogent-sur-Marne,2017-03-17 09:44:08
Melenchon,Paris,2017-03-17 09:44:26
fillon,Montpellier,2017-03-17 09:45:16
fillon,Drusenheim,2017-03-17 09:45:34
fillon,Séné,2017-03-17 09:47:11
Macron,Nantes,2017-03-17 09:47:17
fillon,France,2017-03-17 09:47:21
Melenchon,Pertuis,2017-03-17 09:47:25
fillon,Paris,2017-03-17 09:47:58
fillon,Nord-Pas-de-Calais,2017-03-17 09:49:27
Le pen,Metz,2017-03-17 09:50:15
Hamon,Toul,2017-03-17 09:51:07
Macron,Nord-Pas-de-Calais,2017-03-17 09:51:39
fillon,Paris,2017-03-17 09:52:13
Le pen,Toulouse,2017-03-17 09:52:32
Macron,Paris,2017-03-17 09:53:04
fillon,France,2017-03-17 09:55:32
fillon,France,2017-03-17 09:55:39
Le pen,Paris,2017-03-17 09:56:27
fillon,Nord-Pas-de-Calais,2017-03-17 09:57:49
Macron,Nantes,2017-03-17 09:58:26
Macron,Nantes,2017-03-17 09:58:40
Melenchon,Nord-Pas-de-Calais,2017-03-17 09:59:31
Melenchon,Toulouse,2017-03-17 10:00:41
fillon,Nantes,2017-03-17 10:01:48
Poutou,Paris,2017-03-17 10:02:34
Hamon,Paris,2017-03-17 10:02:42
Le pen,Vanves,2017-03-17 10:03:41
Macron,Villiers-sur-Marne,2017-03-17 10:04:15
Macron,Toulouse,2017-03-17 10:04:58
Macron,Nantes,2017-03-17 10:05:02
Lassalle,Montrouge,2017-03-17 10:05:52
Macron,Vanves,2017-03-17 10:06:40
fillon,France,2017-03-17 10:08:08
fillon,Levallois-Perret,2017-03-17 10:10:46
Macron,France,2017-03-17 10:12:01
Macron,Aigny,2017-03-17 10:12:26
Hamon,Orléans,2017-03-17 10:13:56
Le pen,Chantenay-Villedieu,2017-03-17 10:14:13
dupontAignan,Sézanne,2017-03-17 10:14:56
Macron,Villiers-sur-Marne,2017-03-17 10:15:21
Hamon,Villiers-sur-Marne,2017-03-17 10:15:21
Macron,Lyon,2017-03-17 10:16:40
Asselineau,Moulins,2017-03-17 10:18:40
fillon,L'Haÿ-les-Roses,2017-03-17 10:18:43
Macron,L'Haÿ-les-Roses,2017-03-17 10:18:43
Macron,France,2017-03-17 10:19:34
Macron,France,2017-03-17 10:20:56
Le pen,La Ville-du-Bois,2017-03-17 10:22:02
Macron,France,2017-03-17 10:22:07
Melenchon,Gradignan,2017-03-17 10:22:19
fillon,Charleville-Mézières,2017-03-17 10:24:05
Le pen,Charleville-Mézières,2017-03-17 10:24:05
fillon,Montalieu-Vercieu,2017-03-17 10:24:34
fillon,Gradignan,2017-03-17 10:25:19
fillon,Paris,2017-03-17 10:25:39
Macron,Paris,2017-03-17 10:25:39
fillon,Paris,2017-03-17 10:25:44
Le pen,Vanves,2017-03-17 10:26:41
Le pen,Lyon,2017-03-17 10:27:39
Macron,Chabeuil,2017-03-17 10:27:43
Macron,Chabeuil,2017-03-17 10:28:29
Le pen,Paris,2017-03-17 10:28:39
Le pen,Paris,2017-03-17 10:30:54
Le pen,Paris,2017-03-17 10:31:39
Hamon,Saint-Pierre-lès-Nemours,2017-03-17 10:32:22
Hamon,Saint-Denis,2017-03-17 10:34:06
Macron,Rennes,2017-03-17 10:35:15
fillon,Vélizy-Villacoublay,2017-03-17 10:35:45
fillon,Paris,2017-03-17 10:35:55
fillon,Paris,2017-03-17 10:36:52
Poutou,Vanves,2017-03-17 10:37:35
Macron,Paris,2017-03-17 10:37:54
Le pen,Paris,2017-03-17 10:38:22
Hamon,Paris,2017-03-17 10:38:22
Melenchon,Paris,2017-03-17 10:38:22
dupontAignan,Sézanne,2017-03-17 10:39:09
dupontAignan,Roubaix,2017-03-17 10:39:54
Le pen,Bezannes,2017-03-17 10:42:09
fillon,Tours,2017-03-17 10:42:23
Bayrou,Tours,2017-03-17 10:42:23
Macron,Tours,2017-03-17 10:42:23
Hamon,La Chapelle-Anthenaise,2017-03-17 10:44:40
Melenchon,La Chapelle-Anthenaise,2017-03-17 10:44:40
Macron,Villeurbanne,2017-03-17 10:44:58
Hamon,Paris,2017-03-17 10:45:03
fillon,Vélizy-Villacoublay,2017-03-17 10:45:07
Macron,Saint-Pierre-lès-Nemours,2017-03-17 10:45:15
fillon,Nantes,2017-03-17 10:45:40
Le pen,Nantes,2017-03-17 10:45:40
fillon,Nord,2017-03-17 10:47:26
Le pen,Lyon,2017-03-17 10:47:30
Hamon,Paris,2017-03-17 10:47:31
Melenchon,Paris,2017-03-17 10:47:33
Hamon,Paris,2017-03-17 10:47:59
Macron,Lagrave,2017-03-17 10:48:34
Melenchon,Nantes,2017-03-17 10:49:24
Macron,Nord-Pas-de-Calais,2017-03-17 10:50:05
Melenchon,Nord-Pas-de-Calais,2017-03-17 10:50:05
fillon,Levallois-Perret,2017-03-17 10:50:17
Macron,Levallois-Perret,2017-03-17 10:50:17
Hamon,Levallois-Perret,2017-03-17 10:50:17
Macron,Richwiller,2017-03-17 10:51:34
fillon,Paris,2017-03-17 10:55:01
Macron,Nogent-sur-Marne,2017-03-17 10:55:06
Yade,Lyon,2017-03-17 12:44:34
Macron,Lyon,2017-03-17 12:44:34
fillon,Paris,2017-03-17 12:44:37
fillon,Neuilly-sur-Seine,2017-03-17 12:44:58
fillon,Châteauroux-les-Alpes,2017-03-17 12:46:00
Macron,Lyon,2017-03-17 12:47:29
fillon,Boulogne-Billancourt,2017-03-17 12:47:51
fillon,Gréoux-les-Bains,2017-03-17 12:47:58
fillon,Paris,2017-03-17 12:49:06
Macron,Lyon,2017-03-17 12:49:13
fillon,Lempty,2017-03-17 12:49:17
Macron,Lempty,2017-03-17 12:49:17
Bayrou,Châlons-en-Champagne,2017-03-17 12:50:20
Le pen,France,2017-03-17 12:51:25
Asselineau,Châlons-en-Champagne,2017-03-17 12:52:13
fillon,Bordeaux,2017-03-17 12:53:23
fillon,Coutras,2017-03-17 12:53:26
fillon,France,2017-03-17 12:54:01
fillon,Sucy-en-Brie,2017-03-17 12:54:22
fillon,Sucy-en-Brie,2017-03-17 12:54:23
fillon,Châtillon,2017-03-17 12:54:42
fillon,Saint-Denis,2017-03-17 12:55:57
Le pen,Saint-Denis,2017-03-17 12:55:57
Macron,Saint-Denis,2017-03-17 12:55:57
fillon,Sundhoffen,2017-03-17 12:58:33
Macron,Mulhouse,2017-03-17 12:58:49
fillon,Neuilly-sur-Seine,2017-03-17 12:59:06
Macron,Le Perreux-sur-Marne,2017-03-17 13:02:53
fillon,Sundhoffen,2017-03-17 13:05:06
fillon,Bezannes,2017-03-17 13:05:15
Macron,Bezannes,2017-03-17 13:05:15
Macron,Arras,2017-03-17 13:08:02
Hamon,Bezannes,2017-03-17 13:11:27
fillon,Paris,2017-03-17 13:12:15
fillon,Paris,2017-03-17 13:12:17
Macron,L'Haÿ-les-Roses,2017-03-17 13:13:08
fillon,Paris,2017-03-17 13:13:08
Macron,Saint-Paul-lès-Durance,2017-03-17 13:14:15
Macron,Saint-Paul-lès-Durance,2017-03-17 13:14:16
Macron,France,2017-03-17 13:14:17
fillon,Tours,2017-03-17 13:15:47
Macron,Tours,2017-03-17 13:15:47
fillon,Aix-les-Bains,2017-03-17 13:16:06
Macron,Villers-Cotterêts,2017-03-17 13:16:41
Hamon,Paris,2017-03-17 13:20:56
fillon,Arles,2017-03-17 13:21:24
fillon,Paris,2017-03-17 13:22:10
fillon,Charenton-le-Pont,2017-03-17 13:23:16
Macron,Rouen,2017-03-17 13:23:21
fillon,Vanves,2017-03-17 13:23:22
Le pen,Aulnay-sous-Bois,2017-03-17 13:23:38
Melenchon,Aulnay-sous-Bois,2017-03-17 13:23:38
Le pen,Vanves,2017-03-17 13:26:05
Macron,Vanves,2017-03-17 13:26:05
fillon,La Grande-Motte,2017-03-17 13:26:07
Macron,Bordeaux,2017-03-17 13:27:34
fillon,Lyon,2017-03-17 13:30:18
fillon,Périgueux,2017-03-17 13:30:21
Macron,Saint-Paul-lès-Durance,2017-03-17 13:30:39
fillon,Périgueux,2017-03-17 13:31:03
Le pen,Paris,2017-03-17 13:33:16
fillon,Ayguesvives,2017-03-17 13:33:36
fillon,Paris,2017-03-17 13:35:23
Macron,Cavalaire-sur-Mer,2017-03-17 13:35:51
fillon,Neuilly-sur-Seine,2017-03-17 13:35:57
dupontAignan,Sézanne,2017-03-17 13:36:01
Le pen,Paris,2017-03-17 13:41:12
Macron,Saint-Victor-la-Coste,2017-03-17 13:41:14
fillon,Perpignan,2017-03-17 13:42:00
Le pen,Perpignan,2017-03-17 13:42:00
Poutou,Bordeaux,2017-03-17 13:43:07
fillon,Lampertheim,2017-03-17 13:44:50
Macron,France,2017-03-17 13:45:36
Macron,Toulouse,2017-03-17 13:46:11
fillon,Paris,2017-03-17 13:47:36
fillon,Colombes,2017-03-17 13:50:28
fillon,Vanves,2017-03-17 13:52:20
Macron,Paris,2017-03-17 13:53:04
Hamon,Paris,2017-03-17 13:53:04
Le pen,Tours,2017-03-17 13:53:21
Hamon,Aubervilliers,2017-03-17 13:53:38
Le pen,Tours,2017-03-17 13:53:51
Le pen,Jura,2017-03-17 14:15:57
Macron,Nice,2017-03-17 14:16:11
fillon,Paris,2017-03-17 14:16:39
Hamon,Paris,2017-03-17 14:16:39
fillon,Gennevilliers,2017-03-17 14:16:45
fillon,Thionville,2017-03-17 14:17:55
Le pen,Jura,2017-03-17 14:18:14
Le pen,Tours,2017-03-17 14:18:48
fillon,Paris,2017-03-17 14:18:52
fillon,Gennevilliers,2017-03-17 14:19:57
Le pen,Tours,2017-03-17 14:20:29
Hamon,Toulouse,2017-03-17 14:20:32
fillon,Vanves,2017-03-17 14:20:40
Le pen,Jura,2017-03-17 14:20:45
fillon,Bezannes,2017-03-17 14:21:05
Le pen,Bezannes,2017-03-17 14:21:05
Macron,Bezannes,2017-03-17 14:21:05
Le pen,Tours,2017-03-17 14:21:40
Macron,Bayonne,2017-03-17 14:21:46
Hamon,Bayonne,2017-03-17 14:21:46
fillon,Gennevilliers,2017-03-17 14:22:58
Le pen,Jura,2017-03-17 14:23:44
Melenchon,Toulon,2017-03-17 14:25:30
Le pen,Jura,2017-03-17 14:26:17
fillon,Paris,2017-03-17 14:26:50
fillon,Gradignan,2017-03-17 14:27:33
fillon,Gradignan,2017-03-17 14:29:11
Le pen,Les Mayons,2017-03-17 14:29:41
Macron,Les Mayons,2017-03-17 14:29:41
Lassalle,France,2017-03-17 14:31:21
Poutou,France,2017-03-17 14:31:21
Le pen,Loudéac,2017-03-17 14:32:52
fillon,Séné,2017-03-17 14:32:55
Macron,Séné,2017-03-17 14:32:55
fillon,Paris,2017-03-17 14:34:31
fillon,Paris,2017-03-17 14:34:38
fillon,Paris,2017-03-17 14:34:48
Macron,Paris,2017-03-17 14:34:48
Hamon,Reims,2017-03-17 14:34:48
Lassalle,Metz,2017-03-17 14:37:19
fillon,Montauban-de-Bretagne,2017-03-17 14:37:31
Macron,Paris,2017-03-17 14:38:43
Macron,Rosny-sous-Bois,2017-03-17 14:38:54
fillon,Paris,2017-03-17 14:39:59
dupontAignan,Sézanne,2017-03-17 14:40:54
Bayrou,Loudun,2017-03-17 14:41:50
Macron,Loudun,2017-03-17 14:41:50
Hamon,Loudun,2017-03-17 14:41:50
Melenchon,Roubaix,2017-03-17 14:44:08
fillon,Paris,2017-03-17 14:44:55
fillon,Paris,2017-03-17 14:44:57
Macron,Paris,2017-03-17 14:47:12
Macron,Paris,2017-03-17 14:47:12
Le pen,Aubervilliers,2017-03-17 14:47:16
Bayrou,Saint-Vincent-de-Tyrosse,2017-03-17 14:47:56
Macron,Les Mayons,2017-03-17 14:49:38
Hamon,Paris,2017-03-17 14:51:55
Melenchon,Paris,2017-03-17 14:51:55
Hamon,Paris,2017-03-17 14:52:28
fillon,Paris,2017-03-17 14:53:00
Hamon,Paris,2017-03-17 14:53:00
Macron,Paris,2017-03-17 14:56:14
fillon,Séné,2017-03-17 14:56:47
fillon,Arles,2017-03-17 14:57:11
fillon,Malleloy,2017-03-17 14:58:10
fillon,Montauban-de-Bretagne,2017-03-17 14:58:48
fillon,Paris,2017-03-17 14:59:53
Melenchon,Nice,2017-03-17 15:01:16
Macron,Bezannes,2017-03-17 15:01:18
Hamon,Bezannes,2017-03-17 15:01:18
Melenchon,Bû,2017-03-17 15:01:50
fillon,Montauban-de-Bretagne,2017-03-17 15:02:08
Le pen,Paris,2017-03-17 15:02:20
Macron,Paris,2017-03-17 15:02:20
Macron,Saint-Raphaël,2017-03-17 15:02:55
fillon,Paris,2017-03-17 15:03:08
Hamon,Paris,2017-03-17 15:03:08
Melenchon,Paris,2017-03-17 15:03:08
Le pen,Bougival,2017-03-17 15:04:13
fillon,Ile-de-France,2017-03-17 15:04:57
Macron,Nice,2017-03-17 15:05:55
Le pen,Bezannes,2017-03-17 15:07:19
Hamon,Bezannes,2017-03-17 15:07:19
fillon,Gasny,2017-03-17 15:08:08
fillon,Bezannes,2017-03-17 15:11:44
Le pen,Bezannes,2017-03-17 15:11:44
fillon,Castres,2017-03-17 15:12:25
Macron,Paris,2017-03-17 15:12:31
fillon,Le Blanc-Mesnil,2017-03-17 15:12:38
Le pen,Grabels,2017-03-17 15:13:35
fillon,Paris,2017-03-17 15:14:42
fillon,Saumur,2017-03-17 15:17:39
Macron,Paris,2017-03-17 15:18:46
fillon,Séné,2017-03-17 15:20:31
fillon,Paris,2017-03-17 15:20:43
fillon,Paris,2017-03-17 15:20:45
fillon,Paris,2017-03-17 15:21:12
fillon,Vanves,2017-03-17 15:22:40
fillon,Paris,2017-03-17 15:22:41
Hamon,Paris,2017-03-17 15:23:22
Macron,Vanves,2017-03-17 15:24:11
Macron,Vanves,2017-03-17 15:26:11
Le pen,Paris,2017-03-17 15:27:20
Melenchon,Bordeaux,2017-03-17 15:27:58
Hamon,Paris,2017-03-17 15:30:51
fillon,Prunelli-di-Fiumorbo,2017-03-17 15:31:35
Hamon,Marseille,2017-03-17 18:38:20
Melenchon,Marseille,2017-03-17 18:38:20
fillon,Bastia,2017-03-17 18:39:20
Macron,Dinard,2017-03-17 18:39:55
Bayrou,Reims,2017-03-17 18:40:03
Macron,Reims,2017-03-17 18:40:03
fillon,Saint-Arnoult-en-Yvelines,2017-03-17 18:40:09
fillon,Saint-Arnoult-en-Yvelines,2017-03-17 18:40:10
fillon,Toulon,2017-03-17 18:40:48
fillon,Brettnach,2017-03-17 18:41:57
Macron,Bourg-en-Bresse,2017-03-17 18:42:03
Hamon,Bourg-en-Bresse,2017-03-17 18:42:03
Hamon,Bordeaux,2017-03-17 18:42:16
fillon,Clermont-Ferrand,2017-03-17 18:42:39
Le pen,Paris,2017-03-17 18:44:53
fillon,Nantes,2017-03-17 18:45:24
Le pen,Nantes,2017-03-17 18:45:24
fillon,Juvisy-sur-Orge,2017-03-17 18:45:34
Hamon,Bordeaux,2017-03-17 18:45:43
fillon,Juvisy-sur-Orge,2017-03-17 18:46:18
Bayrou,Reims,2017-03-17 18:46:36
Macron,Reims,2017-03-17 18:46:36
Macron,Les Sables-d'Olonne,2017-03-17 18:47:28
Hamon,Les Sables-d'Olonne,2017-03-17 18:47:28
Melenchon,Les Sables-d'Olonne,2017-03-17 18:47:28
Bayrou,Digne-les-Bains,2017-03-17 18:49:17
Macron,Digne-les-Bains,2017-03-17 18:49:17
Le pen,Saint-Michel-en-l'Herm,2017-03-17 18:49:45
Bayrou,Digne-les-Bains,2017-03-17 18:50:05
Macron,Digne-les-Bains,2017-03-17 18:50:05
Macron,Reims,2017-03-17 18:52:04
Bayrou,Courbevoie,2017-03-17 18:52:45
Macron,Courbevoie,2017-03-17 18:52:45
Macron,Reims,2017-03-17 18:53:32
Macron,Puteaux,2017-03-17 18:54:27
fillon,Cholet,2017-03-17 18:54:59
fillon,Coutras,2017-03-17 18:55:02
Le pen,Montpellier,2017-03-17 18:55:26
Macron,Paris,2017-03-17 18:55:40
Hamon,Lampaul-Plouarzel,2017-03-17 21:16:21
Le pen,Bordeaux,2017-03-17 21:16:38
Macron,Saint-Pardoux-Isaac,2017-03-17 21:18:37
Macron,Paris,2017-03-17 21:19:57
fillon,Agen,2017-03-17 21:20:08
Macron,Agen,2017-03-17 21:20:08
fillon,Toulouse,2017-03-17 21:21:34
Macron,Toulouse,2017-03-17 21:21:34
Melenchon,Toulouse,2017-03-17 21:21:34
Macron,Sète,2017-03-17 21:42:36
Melenchon,Lyon,2017-03-17 21:43:49
Macron,Reims,2017-03-17 21:43:49
Macron,Sucy-en-Brie,2017-03-17 21:46:38
Macron,Sucy-en-Brie,2017-03-17 21:46:38
fillon,Mons-en-Baroeul,2017-03-17 21:46:44
Macron,Verdalle,2017-03-17 21:49:39
Le pen,Saint-Maur-des-Fossés,2017-03-17 21:50:50
fillon,Paris,2017-03-17 21:51:22
Macron,Mons-en-Baroeul,2017-03-17 21:51:25
Le pen,Bordeaux,2017-03-17 21:52:20
fillon,Vélizy-Villacoublay,2017-03-17 21:55:07
fillon,Autun,2017-03-17 21:55:17
Macron,Nantes,2017-03-17 22:02:19
Melenchon,Nantes,2017-03-17 22:02:19
fillon,Paris,2017-03-17 23:31:50
Macron,Fontainebleau,2017-03-17 23:35:23
Bayrou,Chatte,2017-03-17 23:36:30
Macron,Chatte,2017-03-17 23:36:30
Macron,Fontainebleau,2017-03-17 23:37:36
Le pen,Gasny,2017-03-17 23:38:52
Macron,Fontainebleau,2017-03-17 23:39:49
Melenchon,Vitry-sur-Seine,2017-03-17 23:41:45
Macron,France,2017-03-17 23:43:01
Le pen,Fontainebleau,2017-03-17 23:44:22
Macron,Fontainebleau,2017-03-17 23:44:22
Asselineau,Paris,2017-03-17 23:45:03
Macron,Notre-Dame-de-Boisset,2017-03-17 23:46:56
Le pen,Bordeaux,2017-03-17 23:48:09
fillon,Chatte,2017-03-17 23:50:56
Melenchon,Saint-Clair-sur-les-Monts,2017-03-17 23:51:35
fillon,Hauts-de-Seine,2017-03-17 23:53:11
Macron,Hauts-de-Seine,2017-03-17 23:53:11
Hamon,Hauts-de-Seine,2017-03-17 23:53:11
Melenchon,Hauts-de-Seine,2017-03-17 23:53:11
dupontAignan,Saint-Vincent-de-Tyrosse,2017-03-17 23:53:41
Melenchon,Uckange,2017-03-17 23:56:14
Hamon,Auvillars-sur-Saône,2017-03-17 23:56:21
fillon,Coutras,2017-03-17 23:59:39
fillon,Nice,2017-03-18 00:02:27
fillon,Issoire,2017-03-18 13:51:27
Hamon,Caen,2017-03-18 13:51:33
Macron,Bezannes,2017-03-18 13:52:19
Macron,Rueil-Malmaison,2017-03-18 13:52:44
dupontAignan,Reims,2017-03-18 13:53:02
fillon,Vanves,2017-03-18 13:53:40
fillon,Vernon,2017-03-18 13:54:01
Bayrou,Pau,2017-03-18 13:54:33
fillon,Saint-Xandre,2017-03-18 13:54:45
Macron,Chatte,2017-03-18 13:55:00
Macron,Boran-sur-Oise,2017-03-18 13:55:03
Melenchon,Paris,2017-03-18 13:55:07
fillon,Epenoy,2017-03-18 13:55:18
Macron,Epenoy,2017-03-18 13:55:18
Macron,Rennes,2017-03-18 13:55:22
Macron,Paris,2017-03-18 13:55:51
Melenchon,Paris,2017-03-18 13:55:51
fillon,Saint-Bon-Tarentaise,2017-03-18 13:56:13
Macron,La Genevraye,2017-03-18 13:56:36
fillon,Courthézon,2017-03-18 13:56:42
Melenchon,Paris,2017-03-18 13:57:04
fillon,Lyon,2017-03-18 13:57:19
Macron,Rueil-Malmaison,2017-03-18 13:57:20
Hamon,Orly,2017-03-18 13:57:28
Melenchon,Paris,2017-03-18 13:58:01
Macron,Séné,2017-03-18 13:58:14
Hamon,Lyon,2017-03-18 13:59:32
Melenchon,Paris,2017-03-18 13:59:42
Melenchon,Toulouse,2017-03-18 14:00:12
Melenchon,France,2017-03-18 14:01:13
fillon,Rueil-Malmaison,2017-03-18 14:01:14
Macron,Rueil-Malmaison,2017-03-18 14:01:14
Macron,Sannois,2017-03-18 14:01:14
fillon,Paris,2017-03-18 14:01:21
Bayrou,Rosny-sous-Bois,2017-03-18 14:01:39
Macron,Rosny-sous-Bois,2017-03-18 14:01:39
Macron,Lisieux,2017-03-18 14:02:20
fillon,Vélizy-Villacoublay,2017-03-18 14:03:36
fillon,Epenoy,2017-03-18 14:04:59
Melenchon,Toulouse,2017-03-18 14:05:09
Macron,Paris,2017-03-18 14:05:21
fillon,Epenoy,2017-03-18 14:05:46
Le pen,Epenoy,2017-03-18 14:05:46
Macron,Epenoy,2017-03-18 14:05:46
fillon,Epenoy,2017-03-18 14:06:47
Le pen,Metz,2017-03-18 14:07:35
fillon,Orléans,2017-03-18 14:08:17
Melenchon,Paris,2017-03-18 14:08:39
fillon,Saint-Denis,2017-03-18 14:09:06
Melenchon,Avranches,2017-03-18 14:09:24
fillon,La Valette-du-Var,2017-03-18 14:09:57
fillon,Paris,2017-03-18 14:11:43
Macron,Rivesaltes,2017-03-18 14:12:34
Macron,Rosny-sous-Bois,2017-03-18 14:14:19
Hamon,Bastia,2017-03-18 14:14:42
fillon,Sète,2017-03-18 14:15:04
fillon,Epenoy,2017-03-18 14:15:40
Le pen,Metz,2017-03-18 14:15:59
Hamon,Paris,2017-03-18 14:16:49
Melenchon,Paris,2017-03-18 14:18:23
Le pen,Metz,2017-03-18 14:18:24
Macron,Nantes,2017-03-18 14:18:30
Melenchon,Bordeaux,2017-03-18 14:18:30
Macron,Morzine,2017-03-18 14:18:43
Hamon,Cagnes-sur-Mer,2017-03-18 14:19:34
fillon,Paris,2017-03-18 14:19:37
Melenchon,Paris,2017-03-18 14:19:37
fillon,Epenoy,2017-03-18 14:19:38
Le pen,Epenoy,2017-03-18 14:19:38
Macron,Epenoy,2017-03-18 14:19:38
Hamon,Epenoy,2017-03-18 14:19:38
Macron,Bezannes,2017-03-18 14:19:55
Melenchon,Paris,2017-03-18 14:20:18
fillon,Metz,2017-03-18 14:20:23
Le pen,Metz,2017-03-18 14:20:23
Macron,Metz,2017-03-18 14:20:23
fillon,Epenoy,2017-03-18 14:21:09
Le pen,Bezannes,2017-03-18 14:21:24
Hamon,Avranches,2017-03-18 14:21:28
Melenchon,Avranches,2017-03-18 14:21:28
Melenchon,France,2017-03-18 14:22:04
Melenchon,Paris,2017-03-18 14:22:13
fillon,Châtillon,2017-03-18 14:22:18
Melenchon,Nord-Pas-de-Calais,2017-03-18 14:22:19
Macron,Pélissanne,2017-03-18 14:22:22
fillon,Epenoy,2017-03-18 14:22:36
Le pen,Epenoy,2017-03-18 14:22:36
Macron,Epenoy,2017-03-18 14:22:36
Hamon,Epenoy,2017-03-18 14:22:36
Melenchon,Fleury-sur-Orne,2017-03-18 14:22:49
fillon,Epenoy,2017-03-18 14:22:57
Le pen,Epenoy,2017-03-18 14:22:57
Macron,Epenoy,2017-03-18 14:22:57
Hamon,Epenoy,2017-03-18 14:22:57
fillon,Epenoy,2017-03-18 14:23:22
Le pen,Epenoy,2017-03-18 14:23:22
Macron,Epenoy,2017-03-18 14:23:22
Hamon,Epenoy,2017-03-18 14:23:22
Macron,Paris,2017-03-18 14:23:32
fillon,Epenoy,2017-03-18 14:23:59
Le pen,Epenoy,2017-03-18 14:23:59
Macron,Epenoy,2017-03-18 14:23:59
Hamon,Epenoy,2017-03-18 14:23:59
Macron,Les Orres,2017-03-18 14:24:04
fillon,Thiant,2017-03-18 14:24:21
fillon,Epenoy,2017-03-18 14:25:25
Le pen,Epenoy,2017-03-18 14:25:25
Macron,Epenoy,2017-03-18 14:25:25
Hamon,Epenoy,2017-03-18 14:25:25
Melenchon,Paris,2017-03-18 14:25:37
fillon,Nord-Pas-de-Calais,2017-03-18 14:25:43
Poutou,Nord-Pas-de-Calais,2017-03-18 14:25:43
Macron,Vanves,2017-03-18 14:26:41
fillon,Aix-en-Provence,2017-03-18 14:27:06
fillon,Paris,2017-03-18 14:27:31
Melenchon,Bezons,2017-03-18 14:27:48
Le pen,Metz,2017-03-18 14:28:18
Le pen,Metz,2017-03-18 14:29:02
Le pen,Metz,2017-03-18 14:30:53
fillon,Châtillon,2017-03-18 14:31:10
fillon,Chatte,2017-03-18 14:33:55
dupontAignan,Saint-Vincent-de-Tyrosse,2017-03-18 14:34:23
Melenchon,Paris,2017-03-18 14:34:39
Melenchon,Angers,2017-03-18 14:35:13
dupontAignan,Strasbourg,2017-03-18 14:36:28
Hamon,Saint-Louis,2017-03-18 14:37:34
Macron,Orléans,2017-03-18 14:42:00
Macron,Paris,2017-03-18 14:43:11
Melenchon,Paris,2017-03-18 14:43:23
fillon,Orléans,2017-03-18 14:43:37
Macron,Rueil-Malmaison,2017-03-18 14:43:39
Melenchon,Paris,2017-03-18 14:46:42
Macron,Paris,2017-03-18 14:46:47
dupontAignan,Amiens,2017-03-18 14:47:55
fillon,Villeurbanne,2017-03-18 14:49:36
Macron,Rompon,2017-03-18 14:49:54
fillon,Gréoux-les-Bains,2017-03-18 14:50:59
Macron,Gréoux-les-Bains,2017-03-18 14:50:59
Melenchon,Nantes,2017-03-18 14:51:08
Macron,Nord-Pas-de-Calais,2017-03-18 14:51:38
Melenchon,Aix-en-Provence,2017-03-18 14:51:45
Macron,Rueil-Malmaison,2017-03-18 14:52:16
Le pen,Metz,2017-03-18 14:53:44
Le pen,Paris,2017-03-18 14:54:26
Melenchon,Paris,2017-03-18 14:54:35
Macron,Bidache,2017-03-18 14:55:56
fillon,Vanves,2017-03-18 14:56:39
dupontAignan,Rompon,2017-03-18 14:56:43
Macron,Rompon,2017-03-18 14:56:43
Lassalle,Rivesaltes,2017-03-18 14:57:51
Le pen,Metz,2017-03-18 14:58:56
Melenchon,Asnières-sur-Seine,2017-03-18 14:59:18
Melenchon,Paris,2017-03-18 15:00:17
