candidat,ville,date-heure
Melenchon,Courbevoie,2017-03-08 18:02:31
Macron,Paris,2017-03-08 18:02:49
Bayrou,Châlons-en-Champagne,2017-03-08 18:03:04
Macron,Châlons-en-Champagne,2017-03-08 18:03:04
Macron,Amiens,2017-03-08 18:03:14
Macron,Sucy-en-Brie,2017-03-08 18:04:44
Macron,France,2017-03-08 18:04:52
Macron,France,2017-03-08 18:05:18
Macron,France,2017-03-08 18:05:47
Macron,France,2017-03-08 18:06:15
dupontAignan,Lille,2017-03-08 18:06:31
Le pen,Lavérune,2017-03-08 18:06:49
fillon,Billère,2017-03-08 18:07:03
Macron,Paris,2017-03-08 18:07:22
fillon,Châteaurenard,2017-03-08 18:07:26
fillon,France,2017-03-08 18:07:28
dupontAignan,Montpellier,2017-03-08 18:07:36
fillon,Vanves,2017-03-08 18:08:10
fillon,Vanves,2017-03-08 18:08:11
Macron,Meylan,2017-03-08 18:08:40
Macron,Vanves,2017-03-08 18:08:49
fillon,Nice,2017-03-08 18:10:24
Macron,Nice,2017-03-08 18:10:24
Le pen,Paris,2017-03-08 18:10:41
fillon,Tonneins,2017-03-08 18:10:53
Bayrou,Saint-Germain-en-Laye,2017-03-08 18:11:56
fillon,Paris,2017-03-08 18:12:28
fillon,Châtillon,2017-03-09 14:22:17
Le pen,Paris,2017-03-09 14:24:28
Macron,Bourgneuf,2017-03-09 14:25:32
Macron,Mirepeisset,2017-03-09 14:25:44
Macron,Arras,2017-03-09 14:26:34
fillon,Périgny-sur-Yerres,2017-03-09 14:27:16
fillon,Châtillon,2017-03-09 14:28:17
Hamon,Mirepeisset,2017-03-09 14:28:56
Macron,Brugnens,2017-03-09 14:30:12
Macron,Rivesaltes,2017-03-09 14:30:43
fillon,Toulouse,2017-03-09 14:31:03
Bayrou,Mulhouse,2017-03-09 14:31:05
Macron,Saint-Germain-en-Laye,2017-03-09 14:31:46
Hamon,Saint-Germain-en-Laye,2017-03-09 14:31:46
Hamon,Mirepeisset,2017-03-09 14:31:56
Hamon,La Courneuve,2017-03-09 14:37:26
fillon,Toulouse,2017-03-09 14:37:27
fillon,Nice,2017-03-09 14:38:39
Macron,La Rochelle,2017-03-09 14:40:09
Macron,Belleville,2017-03-09 14:40:11
Macron,Mirepeisset,2017-03-09 14:41:35
Hamon,Mirepeisset,2017-03-09 14:41:35
Melenchon,Mirepeisset,2017-03-09 14:41:35
fillon,Annonay,2017-03-09 14:42:34
Macron,Annonay,2017-03-09 14:42:34
Macron,Mirande,2017-03-09 14:42:58
Macron,Maxéville,2017-03-09 14:44:43
Macron,Guyancourt,2017-03-09 14:46:38
Hamon,Saint-Cyprien,2017-03-09 14:49:42
dupontAignan,Saint-Vincent-de-Tyrosse,2017-03-09 14:50:34
Macron,Brugnens,2017-03-09 14:50:52
Macron,Paris,2017-03-09 14:51:28
Le pen,Six-Fours-les-Plages,2017-03-09 14:51:41
Le pen,Toulon,2017-03-09 14:51:45
Macron,Toulon,2017-03-09 14:51:45
Hamon,Toulon,2017-03-09 14:51:45
fillon,Issy-les-Moulineaux,2017-03-09 14:52:49
Macron,Bordeaux,2017-03-09 14:52:59
Hamon,Vanves,2017-03-09 14:56:17
Macron,Grenade,2017-03-09 14:57:52
fillon,Cagnes-sur-Mer,2017-03-09 14:58:13
Le pen,Cagnes-sur-Mer,2017-03-09 14:58:13
Macron,Cagnes-sur-Mer,2017-03-09 14:58:13
Hamon,Cagnes-sur-Mer,2017-03-09 14:58:13
Melenchon,Cagnes-sur-Mer,2017-03-09 14:58:13
Hamon,Saint-Germain-du-Corbéis,2017-03-09 14:59:04
Macron,Colombes,2017-03-09 15:00:35
Hamon,Trévérien,2017-03-09 15:00:47
Jadot,Trévérien,2017-03-09 15:00:47
Melenchon,Trévérien,2017-03-09 15:00:47
Macron,Paris,2017-03-09 15:02:06
Hamon,Paris,2017-03-09 15:02:06
fillon,Franconville,2017-03-09 15:03:54
Macron,Franconville,2017-03-09 15:03:54
Macron,Paris,2017-03-09 15:04:06
Macron,Toulouse,2017-03-09 15:04:14
fillon,Montreuil,2017-03-09 15:04:52
Le pen,Montreuil,2017-03-09 15:04:52
Macron,Brugnens,2017-03-09 15:05:17
fillon,Tonneins,2017-03-09 15:05:22
fillon,Gasny,2017-03-09 15:06:06
fillon,France,2017-03-09 15:07:13
Macron,France,2017-03-09 15:07:13
Le pen,Paris,2017-03-09 15:07:18
Macron,Colombes,2017-03-09 15:08:38
Melenchon,Paris,2017-03-09 15:08:59
Macron,Lille,2017-03-09 15:08:58
Hamon,Lille,2017-03-09 15:08:58
Macron,Rennes,2017-03-09 15:09:19
Macron,France,2017-03-09 15:10:09
Macron,Vallauris,2017-03-09 15:12:20
Bayrou,Cagnes-sur-Mer,2017-03-09 15:12:29
Macron,Cagnes-sur-Mer,2017-03-09 15:12:29
Le pen,Paris,2017-03-09 15:13:01
fillon,Tonneins,2017-03-09 15:13:36
Macron,Grenade,2017-03-09 15:14:01
Macron,Arras,2017-03-09 15:14:05
fillon,Paris,2017-03-09 15:14:26
Macron,Paris,2017-03-09 15:14:26
Hamon,Paris,2017-03-09 15:14:26
Macron,Paris,2017-03-09 15:14:44
Hamon,Paris,2017-03-09 15:14:44
fillon,Echirolles,2017-03-09 15:15:18
fillon,Gasny,2017-03-09 15:16:23
fillon,Paris,2017-03-09 15:17:27
Macron,Saint-Germain-en-Laye,2017-03-09 15:17:37
Hamon,Colombes,2017-03-09 15:18:08
Macron,Nantes,2017-03-09 15:18:42
Macron,Brugnens,2017-03-09 15:19:07
fillon,Paris,2017-03-09 15:25:28
Le pen,Chavigny,2017-03-09 15:26:05
Le pen,Nantes,2017-03-09 15:28:00
Macron,Nantes,2017-03-09 15:28:00
Macron,Bezannes,2017-03-09 15:28:25
fillon,Issy-les-Moulineaux,2017-03-09 15:29:26
Macron,Biarritz,2017-03-09 15:31:21
Macron,Taden,2017-03-09 15:31:33
Hamon,Taden,2017-03-09 15:31:33
fillon,Colombes,2017-03-09 15:31:47
Macron,Colombes,2017-03-09 15:31:47
Hamon,Colombes,2017-03-09 15:31:47
Melenchon,Colombes,2017-03-09 15:31:47
fillon,Bezannes,2017-03-09 15:32:41
Melenchon,Mirepeisset,2017-03-09 15:32:46
Poutou,Mirepeisset,2017-03-09 15:32:46
Macron,Paris,2017-03-09 15:33:07
Macron,Vanves,2017-03-09 15:33:38
Le pen,Angers,2017-03-09 15:34:18
fillon,Paris,2017-03-09 15:35:54
Le pen,Riedisheim,2017-03-09 15:37:15
fillon,Paris,2017-03-09 15:37:51
fillon,Biarritz,2017-03-09 15:38:37
Melenchon,Montpellier,2017-03-09 15:38:53
Macron,Saint-Sébastien-sur-Loire,2017-03-09 15:39:06
Macron,La Baule-Escoublac,2017-03-09 15:39:33
fillon,Nogent-sur-Marne,2017-03-09 15:39:48
Macron,Nogent-sur-Marne,2017-03-09 15:39:48
fillon,Paris,2017-03-09 15:40:25
Macron,Biarritz,2017-03-09 15:42:01
Hamon,Biarritz,2017-03-09 15:42:01
Macron,Paris,2017-03-09 15:42:23
fillon,Pau,2017-03-09 15:42:33
Le pen,Vanves,2017-03-09 15:42:42
Macron,Vanves,2017-03-09 15:42:42
Hamon,Saint-Germain-du-Corbéis,2017-03-09 15:42:58
Melenchon,Saint-Germain-du-Corbéis,2017-03-09 15:42:58
fillon,Ajaccio,2017-03-09 15:43:11
Macron,Ajaccio,2017-03-09 15:43:11
Macron,Bordeaux,2017-03-09 15:43:26
dupontAignan,Paris,2017-03-09 15:43:29
fillon,Lunel,2017-03-09 15:43:44
Le pen,Lunel,2017-03-09 15:43:44
Macron,Bordeaux,2017-03-09 15:44:17
fillon,Lille,2017-03-09 15:44:44
fillon,Calvados,2017-03-09 15:45:12
Macron,Brugnens,2017-03-09 15:46:33
Macron,Paris,2017-03-09 15:47:33
Le pen,Sallanches,2017-03-09 15:48:51
Macron,Paris,2017-03-09 15:49:52
fillon,Paris,2017-03-09 15:50:43
Hamon,Sainte-Maxime,2017-03-09 15:52:03
Hamon,Colombes,2017-03-09 15:52:54
Macron,Paris,2017-03-09 15:53:03
Le pen,Lyon,2017-03-09 15:53:47
fillon,Magny-en-Vexin,2017-03-09 15:54:34
Hamon,Magny-en-Vexin,2017-03-09 15:54:34
fillon,La Baule-Escoublac,2017-03-09 15:55:48
Macron,La Baule-Escoublac,2017-03-09 15:55:48
Hamon,Saint-Malo,2017-03-09 15:56:10
Macron,Bezannes,2017-03-09 15:57:03
Hamon,Bezannes,2017-03-09 15:57:03
fillon,Magny-en-Vexin,2017-03-09 15:57:37
Hamon,Magny-en-Vexin,2017-03-09 15:57:37
fillon,Reventin-Vaugris,2017-03-09 15:58:53
Macron,Reventin-Vaugris,2017-03-09 15:58:53
Le pen,Saint-Etienne,2017-03-09 15:59:37
Macron,Bordeaux,2017-03-09 15:59:44
Hamon,Colombes,2017-03-09 15:59:55
Hamon,Bezannes,2017-03-09 16:00:03
Hamon,Amiens,2017-03-09 16:01:31
Macron,Ajaccio,2017-03-09 16:01:41
Macron,Rosny-sous-Bois,2017-03-09 16:02:09
Hamon,Taden,2017-03-09 16:02:12
fillon,Le Mans,2017-03-09 16:02:34
dupontAignan,Niort,2017-03-09 16:02:51
Macron,Lille,2017-03-09 16:03:39
Macron,Lille,2017-03-09 16:05:22
Hamon,Paris,2017-03-09 16:05:35
Hamon,Colombes,2017-03-09 16:06:06
Macron,Paris,2017-03-09 16:06:36
fillon,Paris,2017-03-09 16:07:18
Macron,Paris,2017-03-09 16:08:21
fillon,Bezannes,2017-03-09 16:08:26
Macron,Colombes,2017-03-09 16:09:06
Hamon,Colombes,2017-03-09 16:09:06
fillon,Le Beausset,2017-03-09 16:09:36
Le pen,Toulouse,2017-03-09 16:10:15
fillon,Paris,2017-03-09 16:10:25
Macron,Paris,2017-03-09 16:10:25
Macron,Charente-Maritime,2017-03-09 16:10:46
Macron,Nogent-sur-Marne,2017-03-09 16:10:56
Macron,Franconville,2017-03-09 16:11:40
Le pen,Aubagne,2017-03-09 16:12:14
Macron,Saint-Laurent-du-Var,2017-03-09 16:12:18
Macron,Blagnac,2017-03-09 16:13:05
Macron,Orléans,2017-03-09 16:13:28
Le pen,Ruca,2017-03-09 16:13:51
Macron,Marly-la-Ville,2017-03-09 16:14:51
Macron,Châteaugiron,2017-03-09 16:15:45
Hamon,Châteaugiron,2017-03-09 16:15:45
Asselineau,Lyon,2017-03-09 16:17:37
fillon,Riom,2017-03-09 16:18:01
fillon,Le Plessis-Trévise,2017-03-09 16:18:56
Hamon,Le Plessis-Trévise,2017-03-09 16:18:56
Macron,Puteaux,2017-03-09 16:19:09
Macron,Rosny-sous-Bois,2017-03-09 16:19:17
Macron,Argeliers,2017-03-09 16:19:49
fillon,La Baule-Escoublac,2017-03-09 16:19:56
Macron,La Baule-Escoublac,2017-03-09 16:19:56
fillon,Toulouse,2017-03-09 16:20:07
Macron,Rosny-sous-Bois,2017-03-09 16:20:20
fillon,Massy,2017-03-09 16:20:46
Macron,Châteaugiron,2017-03-09 16:20:59
Macron,Rosny-sous-Bois,2017-03-09 16:21:18
Macron,Lyon,2017-03-09 16:21:33
fillon,Paris,2017-03-09 16:21:37
Macron,Paris,2017-03-09 16:21:37
Macron,Trie-Château,2017-03-09 16:21:48
fillon,Massy,2017-03-09 16:23:03
fillon,Aubagne,2017-03-09 16:23:11
Le pen,Aubagne,2017-03-09 16:23:11
Macron,Larnage,2017-03-09 16:23:16
fillon,La Baule-Escoublac,2017-03-09 16:23:36
fillon,Vélizy-Villacoublay,2017-03-09 16:25:43
Hamon,Saint-Germain-du-Corbéis,2017-03-09 16:25:57
Melenchon,Saint-Germain-du-Corbéis,2017-03-09 16:25:57
Macron,Franconville,2017-03-09 16:27:02
Hamon,Paris,2017-03-09 16:29:53
Macron,Lyon,2017-03-09 16:30:27
Hamon,Lyon,2017-03-09 16:30:27
fillon,Aubagne,2017-03-09 16:31:35
Macron,France,2017-03-09 16:32:05
Macron,Paris,2017-03-09 16:32:57
Macron,Caen,2017-03-09 16:33:19
fillon,Paris,2017-03-09 16:33:48
Melenchon,Châteaugiron,2017-03-09 16:34:41
Macron,Paris,2017-03-09 16:35:06
Macron,Moulins,2017-03-09 16:35:22
Macron,Reims,2017-03-09 16:35:28
Macron,Saint-Germain-en-Laye,2017-03-09 16:35:47
fillon,Eaubonne,2017-03-09 16:36:12
Melenchon,Aubervilliers,2017-03-09 16:38:52
Macron,Thiant,2017-03-09 16:39:03
fillon,Fontainebleau,2017-03-09 16:39:25
fillon,Eaubonne,2017-03-09 16:41:00
Macron,Haute-Garonne,2017-03-09 16:42:53
Hamon,Vincennes,2017-03-09 16:43:13
fillon,Aubagne,2017-03-09 16:43:55
Macron,Nantes,2017-03-09 16:44:27
Macron,Paris,2017-03-09 16:44:33
Hamon,Paris,2017-03-09 16:44:33
fillon,Paris,2017-03-09 16:44:38
Le pen,Paris,2017-03-09 16:44:38
Hamon,Vincennes,2017-03-09 16:45:12
Hamon,Vincennes,2017-03-09 16:45:25
Melenchon,Périgueux,2017-03-09 16:45:26
fillon,Châtillon,2017-03-09 16:47:15
Macron,Nantes,2017-03-09 16:47:28
Macron,Vanves,2017-03-09 16:47:40
Macron,Paris,2017-03-09 16:47:57
Macron,Bordeaux,2017-03-09 16:47:59
Macron,Chalon-sur-Saône,2017-03-09 16:48:24
Macron,Paris,2017-03-09 16:48:40
Asselineau,Languedoc-Roussillon,2017-03-09 16:49:08
Macron,Paris,2017-03-09 16:50:20
fillon,Bagneux,2017-03-09 16:52:23
Le pen,Bagneux,2017-03-09 16:52:23
Macron,Bagneux,2017-03-09 16:52:23
Hamon,Bagneux,2017-03-09 16:52:23
Melenchon,Bagneux,2017-03-09 16:52:23
Macron,Paris,2017-03-09 16:52:23
Macron,Paris,2017-03-09 16:52:36
fillon,Paris,2017-03-09 16:54:04
Le pen,Taden,2017-03-09 16:54:10
Macron,Taden,2017-03-09 16:54:10
Hamon,Lévis-Saint-Nom,2017-03-09 16:56:00
Le pen,Mirande,2017-03-09 16:56:10
fillon,La Baule-Escoublac,2017-03-09 16:57:06
Melenchon,Paris,2017-03-09 16:57:37
fillon,Paris,2017-03-09 16:58:03
Le pen,Montpellier,2017-03-09 16:58:06
Macron,Orléans,2017-03-09 16:59:04
fillon,Paris,2017-03-09 17:00:08
fillon,La Baule-Escoublac,2017-03-09 17:01:46
Macron,Ecully,2017-03-09 17:01:49
fillon,La Garde-Adhémar,2017-03-09 17:02:50
fillon,Tonneins,2017-03-09 17:02:53
Melenchon,Sceaux,2017-03-09 17:04:13
fillon,Bagneux,2017-03-09 17:04:53
Macron,Bagneux,2017-03-09 17:04:53
fillon,Bagneux,2017-03-09 17:05:38
Macron,Bagneux,2017-03-09 17:05:38
fillon,Saint-Etienne,2017-03-09 17:05:58
Le pen,Saint-Etienne,2017-03-09 17:05:58
fillon,Six-Fours-les-Plages,2017-03-09 17:07:52
Macron,Batz-sur-Mer,2017-03-09 17:08:03
Macron,Six-Fours-les-Plages,2017-03-09 17:08:46
fillon,Gasny,2017-03-09 17:09:12
Melenchon,Clichy,2017-03-09 17:09:13
Macron,Paris,2017-03-09 17:09:56
fillon,Nice,2017-03-09 17:10:57
Macron,Nice,2017-03-09 17:10:57
fillon,Eaubonne,2017-03-09 17:11:22
Macron,Agnin,2017-03-09 17:11:40
Hamon,Bagneux,2017-03-09 17:12:43
Melenchon,Bagneux,2017-03-09 17:12:43
Macron,Paris,2017-03-09 17:13:16
fillon,Eaubonne,2017-03-09 17:13:46
Macron,Moulins,2017-03-09 17:14:09
Macron,Rennes,2017-03-09 17:14:13
Le pen,Mirande,2017-03-09 17:14:14
Melenchon,Saint-Géréon,2017-03-09 17:14:53
Hamon,Doubs,2017-03-09 17:14:55
Macron,Le Mée-sur-Seine,2017-03-09 17:15:19
Hamon,Paris,2017-03-09 17:15:44
Le pen,Maurepas,2017-03-09 17:15:47
Macron,Melun,2017-03-09 17:16:38
fillon,La Baule-Escoublac,2017-03-09 17:16:42
Macron,La Baule-Escoublac,2017-03-09 17:16:42
Macron,Moulins,2017-03-09 17:16:59
Macron,Moulins,2017-03-09 17:18:04
Melenchon,Saint-Germain-du-Corbéis,2017-03-09 17:18:33
Le pen,Nantes,2017-03-09 17:18:38
Le pen,La Chapelle-Heulin,2017-03-09 17:19:07
Macron,Saint-Pierre-du-Mont,2017-03-09 17:19:07
Macron,Saint-Raphaël,2017-03-09 17:19:17
Macron,Moulins,2017-03-09 17:20:02
dupontAignan,Paris,2017-03-09 17:20:11
Hamon,Lille,2017-03-09 17:20:24
Asselineau,Lyon,2017-03-09 17:21:51
Macron,Saint-Etienne,2017-03-09 17:21:59
Macron,Lille,2017-03-09 17:22:01
Macron,Moulins,2017-03-09 17:24:06
Macron,Moulins,2017-03-09 17:24:06
fillon,Agnin,2017-03-09 17:25:14
fillon,Lille,2017-03-09 17:26:33
Macron,Talence,2017-03-09 17:26:42
Asselineau,Guyancourt,2017-03-09 17:26:47
fillon,Nantes,2017-03-09 17:26:54
fillon,Paris,2017-03-09 17:27:21
Le pen,Troisgots,2017-03-09 17:28:24
fillon,Lyon,2017-03-09 17:29:07
Asselineau,Guyancourt,2017-03-09 17:29:32
Le pen,Taden,2017-03-09 17:29:52
Macron,Taden,2017-03-09 17:29:52
fillon,Paris,2017-03-09 17:29:57
Le pen,Paris,2017-03-09 17:29:57
Macron,Paris,2017-03-09 17:29:57
Le pen,Bezannes,2017-03-09 17:30:36
fillon,Paris,2017-03-09 17:31:14
Macron,Talence,2017-03-09 17:31:40
fillon,Bezannes,2017-03-09 17:32:02
Hamon,Drancy,2017-03-09 17:32:02
fillon,Puteaux,2017-03-09 17:32:53
fillon,Saint-Maurice,2017-03-09 17:33:06
Macron,Langlade,2017-03-09 17:33:15
Le pen,Paris,2017-03-09 17:33:19
Macron,Paris,2017-03-09 17:34:11
Le pen,Saint-Etienne,2017-03-09 17:34:30
Macron,Saverne,2017-03-09 17:34:32
fillon,Carcassonne,2017-03-09 17:35:29
fillon,Courbevoie,2017-03-09 17:35:38
Macron,Vallauris,2017-03-09 17:36:34
fillon,Carcassonne,2017-03-09 17:36:59
Macron,Bezannes,2017-03-09 17:37:49
fillon,Paris,2017-03-09 17:38:23
fillon,Paris,2017-03-09 17:38:35
Macron,Marseille,2017-03-09 17:38:44
Hamon,Marseille,2017-03-09 17:38:44
Macron,France,2017-03-09 17:39:22
fillon,Carcassonne,2017-03-09 17:39:24
fillon,Aix-en-Provence,2017-03-09 17:40:11
Macron,Paris,2017-03-09 17:40:26
fillon,Agnin,2017-03-09 17:40:32
Macron,Agnin,2017-03-09 17:40:32
Hamon,Valpuiseaux,2017-03-09 17:40:35
Macron,Paris,2017-03-09 17:42:22
Macron,Saint-Germain-en-Laye,2017-03-09 17:42:49
Melenchon,Montivilliers,2017-03-09 17:43:18
Macron,Nantes,2017-03-09 17:43:38
fillon,Boismorand,2017-03-09 17:43:48
fillon,Ajaccio,2017-03-09 17:44:18
Hamon,Ajaccio,2017-03-09 17:44:18
fillon,Besançon,2017-03-09 17:45:26
Macron,Ajaccio,2017-03-09 17:46:32
fillon,Mulhouse,2017-03-09 17:46:39
fillon,Saint-Etienne,2017-03-09 17:47:02
fillon,Dettwiller,2017-03-09 17:47:37
Macron,Paris,2017-03-09 17:48:17
fillon,Orgon,2017-03-09 17:49:16
fillon,Châtillon,2017-03-09 17:49:44
Le pen,Nantes,2017-03-09 17:49:48
Macron,Nantes,2017-03-09 17:49:48
Hamon,Nantes,2017-03-09 17:49:48
Melenchon,Nantes,2017-03-09 17:49:48
Macron,Moulins,2017-03-09 17:49:53
Hamon,Nantes,2017-03-09 17:50:47
Melenchon,Nantes,2017-03-09 17:50:47
fillon,Chartres,2017-03-09 17:50:56
Le pen,Chartres,2017-03-09 17:50:56
Macron,Chartres,2017-03-09 17:50:56
Hamon,Chartres,2017-03-09 17:50:56
Melenchon,Chartres,2017-03-09 17:50:56
Macron,Paris,2017-03-09 17:52:07
Macron,La Terrasse,2017-03-09 17:52:44
Macron,Moulins,2017-03-09 17:52:53
Hamon,Paris,2017-03-09 17:53:55
fillon,Moulins,2017-03-09 17:54:06
Le pen,Bezannes,2017-03-09 17:54:19
Macron,La Terrasse,2017-03-09 17:54:34
Hamon,La Terrasse,2017-03-09 17:54:34
fillon,Moulins,2017-03-09 17:54:59
Hamon,Paris,2017-03-09 17:55:02
Le pen,France,2017-03-09 17:55:13
Macron,Marcoussis,2017-03-09 17:55:44
Macron,Saurat,2017-03-09 17:55:54
Macron,Saverne,2017-03-09 17:56:25
Macron,La Terrasse,2017-03-09 17:56:30
Hamon,Moulins,2017-03-09 17:56:56
Hamon,Suresnes,2017-03-09 17:57:07
fillon,Besançon,2017-03-09 17:57:48
Macron,Marseille,2017-03-09 17:57:50
Hamon,Marseille,2017-03-09 17:57:50
Melenchon,Marseille,2017-03-09 17:57:50
Hamon,Villeneuve-sur-Lot,2017-03-09 17:58:04
fillon,Besançon,2017-03-09 17:58:24
Macron,Deauville,2017-03-09 17:58:32
Macron,Paris,2017-03-09 18:00:04
fillon,Angers,2017-03-09 18:01:21
dupontAignan,Angers,2017-03-09 18:01:21
fillon,Paris,2017-03-09 18:01:28
Le pen,Aix-les-Bains,2017-03-09 18:01:35
Macron,Agnin,2017-03-09 18:02:33
Hamon,Nantes,2017-03-09 18:02:48
Macron,Paris,2017-03-09 18:02:59
Melenchon,Saint-Germain-du-Corbéis,2017-03-09 18:03:12
Macron,Palaiseau,2017-03-09 18:03:14
Macron,Talence,2017-03-09 18:03:20
Macron,Nantes,2017-03-09 18:03:27
fillon,Hyères,2017-03-09 18:03:39
Macron,Saint-Germain-en-Laye,2017-03-09 18:04:04
Macron,Limoges,2017-03-09 18:04:06
Hamon,Sceaux,2017-03-09 18:04:55
Macron,Marseille,2017-03-09 18:05:25
Macron,Bourg-Saint-Maurice,2017-03-09 18:06:20
Macron,Granville,2017-03-09 18:07:37
Hamon,Granville,2017-03-09 18:07:37
Macron,Artigues-près-Bordeaux,2017-03-09 18:07:41
fillon,Albi,2017-03-09 18:08:29
Macron,Albi,2017-03-09 18:08:29
Asselineau,Lyon,2017-03-09 18:09:01
Macron,Sahurs,2017-03-09 18:10:01
Hamon,Sahurs,2017-03-09 18:10:01
Hamon,Marseille,2017-03-09 18:10:02
fillon,Palaiseau,2017-03-09 18:10:22
Le pen,Palaiseau,2017-03-09 18:10:22
Macron,Palaiseau,2017-03-09 18:10:22
Hamon,Palaiseau,2017-03-09 18:10:22
Melenchon,Palaiseau,2017-03-09 18:10:22
Hamon,Paris,2017-03-09 18:10:46
Melenchon,Paris,2017-03-09 18:10:46
fillon,Besançon,2017-03-09 18:11:13
Macron,Paris,2017-03-09 18:11:37
Hamon,Saint-Germain-du-Corbéis,2017-03-09 18:12:11
Melenchon,Saint-Germain-du-Corbéis,2017-03-09 18:12:11
Macron,Paris,2017-03-09 18:12:13
dupontAignan,Paris,2017-03-09 18:12:42
Hamon,Marseille,2017-03-09 18:12:59
Hamon,Beaumont,2017-03-09 18:13:03
Melenchon,Savigny-le-Temple,2017-03-09 18:13:09
fillon,Besançon,2017-03-09 18:13:09
Macron,Paris,2017-03-09 18:13:16
fillon,Paris,2017-03-09 18:13:35
Macron,Paris,2017-03-09 18:13:35
Macron,Lorris,2017-03-09 18:14:10
Hamon,Nice,2017-03-09 18:14:28
fillon,Gradignan,2017-03-09 18:14:52
Macron,Gradignan,2017-03-09 18:14:52
fillon,Grenoble,2017-03-09 18:14:58
Le pen,Paris,2017-03-09 18:15:11
Macron,Beaumont,2017-03-09 18:15:21
Macron,Paris,2017-03-09 18:15:31
Le pen,Bezannes,2017-03-09 18:15:47
Hamon,Paris,2017-03-09 18:16:04
Macron,Paris,2017-03-09 18:16:15
fillon,Besançon,2017-03-09 18:16:58
fillon,Saint-Lary-Soulan,2017-03-09 18:17:22
Macron,Saint-Lary-Soulan,2017-03-09 18:17:22
Macron,Palaiseau,2017-03-09 18:18:26
fillon,Chartres,2017-03-09 18:18:39
Le pen,Chartres,2017-03-09 18:18:39
Macron,Chartres,2017-03-09 18:18:39
Hamon,Chartres,2017-03-09 18:18:39
Melenchon,Chartres,2017-03-09 18:18:39
Macron,Puteaux,2017-03-09 18:18:51
Macron,Aix-les-Bains,2017-03-09 18:19:01
Macron,Puteaux,2017-03-09 18:19:17
Bayrou,Artigues-près-Bordeaux,2017-03-09 18:19:55
Macron,Artigues-près-Bordeaux,2017-03-09 18:19:55
Macron,Châteaugiron,2017-03-09 18:20:10
Hamon,Paris,2017-03-09 18:20:29
Macron,Talence,2017-03-09 18:22:31
Le pen,Parey-Saint-Césaire,2017-03-09 18:22:43
Le pen,Boulogne-Billancourt,2017-03-09 18:23:07
Hamon,Boulogne-Billancourt,2017-03-09 18:23:07
Le pen,Var,2017-03-09 18:23:31
fillon,Saint-Lary-Soulan,2017-03-09 18:24:03
Le pen,Saint-Lary-Soulan,2017-03-09 18:24:03
Macron,Les Mayons,2017-03-09 18:25:00
fillon,Caen,2017-03-09 18:25:21
Le pen,Brest,2017-03-09 18:25:22
fillon,Tonneins,2017-03-09 18:26:55
fillon,Lille,2017-03-09 18:27:20
fillon,Thélod,2017-03-09 18:28:21
Macron,Bezannes,2017-03-09 18:29:24
Macron,Caen,2017-03-09 18:29:42
fillon,Niort,2017-03-09 18:29:59
dupontAignan,Niort,2017-03-09 18:29:59
dupontAignan,Paris,2017-03-09 18:30:16
fillon,Paris,2017-03-09 18:30:41
fillon,Paris,2017-03-09 18:31:38
Macron,Taden,2017-03-09 18:32:03
fillon,France,2017-03-09 18:33:16
Hamon,Saint-Germain-du-Corbéis,2017-03-09 18:33:39
fillon,Talence,2017-03-09 18:33:56
Macron,Talence,2017-03-09 18:33:56
fillon,Niort,2017-03-09 18:34:05
dupontAignan,Niort,2017-03-09 18:34:05
dupontAignan,Niort,2017-03-09 18:34:54
fillon,Bourg-Saint-Maurice,2017-03-09 18:36:00
fillon,Niort,2017-03-09 18:36:26
dupontAignan,Niort,2017-03-09 18:36:26
fillon,France,2017-03-09 18:38:46
Macron,Dijon,2017-03-09 18:39:48
fillon,Seine-Maritime,2017-03-09 18:39:53
Macron,Seine-Maritime,2017-03-09 18:39:53
Macron,Toulon,2017-03-09 18:40:09
fillon,Saint-Gratien,2017-03-09 18:41:32
Melenchon,Saint-Gratien,2017-03-09 18:41:32
Macron,Taden,2017-03-09 18:41:50
fillon,France,2017-03-09 18:42:07
Macron,Talence,2017-03-09 18:42:31
Macron,Saint-Nazaire-de-Pézan,2017-03-09 18:42:57
fillon,Chatte,2017-03-09 18:43:06
fillon,Saint-Sever,2017-03-09 18:44:00
Macron,Talence,2017-03-09 18:44:10
Macron,Châtillon,2017-03-09 18:44:44
Hamon,Châtillon,2017-03-09 18:44:44
fillon,Evran,2017-03-09 18:44:57
Le pen,Evran,2017-03-09 18:44:57
Macron,Evran,2017-03-09 18:44:57
fillon,Besançon,2017-03-09 18:45:22
Macron,Eaubonne,2017-03-09 18:45:40
Melenchon,Eaubonne,2017-03-09 18:45:40
fillon,Besançon,2017-03-09 18:46:13
Macron,Paris,2017-03-09 18:46:19
fillon,Besançon,2017-03-09 18:47:31
Macron,Saint-Sever,2017-03-09 18:47:39
Macron,Saint-Sever,2017-03-09 18:48:41
fillon,Besançon,2017-03-09 18:48:47
dupontAignan,Paris,2017-03-09 18:48:57
Macron,Brissac-Quincé,2017-03-09 18:49:58
Bayrou,Coux,2017-03-09 18:50:00
Lassalle,Coux,2017-03-09 18:50:00
fillon,Le Pontet,2017-03-09 18:50:10
Macron,Le Pontet,2017-03-09 18:50:10
Le pen,Besançon,2017-03-09 18:50:28
Melenchon,Besançon,2017-03-09 18:50:28
